review_id,user_id,book_id,review_text,rating,review_date
91,30,B011,Great book with helpful ideas and an enjoyable narrative.,4.2,2025-09-10T22:00:00
92,30,B002,Interesting but the pacing was slow.,2.9,2026-02-03T10:00:00
93,30,B002,Excellent and interesting read. I loved the story.,3.4,2026-04-01T11:00:00
94,30,B019,Excellent and interesting read. I loved the story.,3.4,2025-07-11T13:00:00
95,30,B001,Interesting but the pacing was slow.,3.6,2025-09-06T18:00:00
96,30,B019,Interesting but the pacing was slow.,3.1,2025-11-05T08:00:00
97,31,B018,Interesting but the pacing was slow.,4.7,2026-03-17T20:00:00
98,31,B002,Wonderful book. I enjoyed it and recommend it.,5.0,2025-07-24T18:00:00
99,32,B005,Great book with helpful ideas and an enjoyable narrative.,4.9,2025-10-30T13:00:00
100,32,B011,Interesting but the pacing was slow.,3.8,2025-11-04T01:00:00
101,32,B003,Confusing and disappointing in places.,2.2,2025-07-11T11:00:00
102,32,B010,Great book with helpful ideas and an enjoyable narrative.,2.7,2025-11-17T03:00:00
103,33,B012,Confusing and disappointing in places.,4.0,2026-01-11T17:00:00
104,35,B018,Interesting but the pacing was slow.,3.1,2025-08-23T12:00:00
105,35,B020,Excellent and interesting read. I loved the story.,4.0,2025-08-11T02:00:00
106,35,B017,Wonderful book. I enjoyed it and recommend it.,4.1,2025-05-24T07:00:00
107,36,B013,Interesting but the pacing was slow.,4.1,2025-03-14T16:00:00
108,36,B001,Excellent and interesting read. I loved the story.,4.4,2025-01-18T18:00:00
109,36,B007,Wonderful book. I enjoyed it and recommend it.,1.5,2025-09-02T01:00:00
110,36,B013,Wonderful book. I enjoyed it and recommend it.,4.0,2025-03-20T15:00:00
111,37,B010,Excellent and interesting read. I loved the story.,3.4,2026-04-29T11:00:00
112,37,B014,Great book with helpful ideas and an enjoyable narrative.,4.5,2025-05-03T16:00:00
113,37,B018,Confusing and disappointing in places.,3.5,2026-06-13T01:00:00
114,37,B005,Great book with helpful ideas and an enjoyable narrative.,3.3,2025-10-17T09:00:00
115,37,B005,Wonderful book. I enjoyed it and recommend it.,3.2,2025-09-09T04:00:00
116,38,B007,Great book with helpful ideas and an enjoyable narrative.,4.5,2026-02-08T02:00:00
117,38,B015,Wonderful book. I enjoyed it and recommend it.,3.6,2026-04-09T08:00:00
118,38,B020,Interesting but the pacing was slow.,3.4,2026-04-20T08:00:00
119,38,B020,Confusing and disappointing in places.,3.3,2025-02-20T21:00:00
120,39,B014,Confusing and disappointing in places.,4.1,2025-03-18T00:00:00
121,39,B002,Wonderful book. I enjoyed it and recommend it.,3.9,2025-12-06T03:00:00
122,39,B018,Wonderful book. I enjoyed it and recommend it.,4.5,2025-03-31T08:00:00
123,40,B006,Excellent and interesting read. I loved the story.,4.2,2026-05-20T17:00:00
124,40,B016,Wonderful book. I enjoyed it and recommend it.,4.1,2025-08-27T19:00:00
125,40,B018,Wonderful book. I enjoyed it and recommend it.,4.2,2026-05-14T20:00:00
126,40,B001,Excellent and interesting read. I loved the story.,3.1,2025-06-29T12:00:00
127,40,B011,Interesting but the pacing was slow.,3.4,2025-05-25T10:00:00
128,40,B011,Interesting but the pacing was slow.,3.8,2025-06-21T20:00:00
129,41,B003,Great book with helpful ideas and an enjoyable narrative.,4.1,2025-11-23T08:00:00
130,41,B020,Great book with helpful ideas and an enjoyable narrative.,3.4,2026-03-21T05:00:00
131,41,B008,Confusing and disappointing in places.,4.8,2025-09-29T21:00:00
132,42,B007,Confusing and disappointing in places.,3.8,2025-06-21T06:00:00
133,42,B003,Wonderful book. I enjoyed it and recommend it.,3.3,2026-06-20T13:00:00
134,42,B008,Interesting but the pacing was slow.,3.4,2025-04-13T03:00:00
135,43,B002,Wonderful book. I enjoyed it and recommend it.,3.7,2025-06-12T02:00:00
136,43,B001,Wonderful book. I enjoyed it and recommend it.,4.2,2025-04-03T09:00:00
137,44,B020,Wonderful book. I enjoyed it and recommend it.,3.4,2025-07-14T10:00:00
138,44,B016,Great book with helpful ideas and an enjoyable narrative.,2.5,2026-02-28T01:00:00
139,45,B001,Interesting but the pacing was slow.,4.4,2025-01-19T21:00:00
140,45,B006,Excellent and interesting read. I loved the story.,4.5,2025-11-16T04:00:00
141,45,B007,Excellent and interesting read. I loved the story.,3.0,2026-02-18T00:00:00
142,45,B011,Excellent and interesting read. I loved the story.,2.9,2025-02-19T21:00:00
143,46,B018,Excellent and interesting read. I loved the story.,3.5,2025-04-24T18:00:00
144,46,B009,Interesting but the pacing was slow.,3.3,2026-06-08T02:00:00
145,46,B011,Interesting but the pacing was slow.,4.1,2025-01-10T04:00:00
146,47,B015,Confusing and disappointing in places.,3.1,2026-05-10T18:00:00
147,47,B010,Wonderful book. I enjoyed it and recommend it.,4.3,2025-03-06T08:00:00
148,47,B006,Interesting but the pacing was slow.,2.7,2025-04-08T13:00:00
149,47,B015,Confusing and disappointing in places.,2.9,2025-02-25T00:00:00
150,47,B004,Confusing and disappointing in places.,3.3,2026-01-23T12:00:00
151,48,B001,Interesting but the pacing was slow.,4.1,2025-04-27T03:00:00
152,48,B017,Great book with helpful ideas and an enjoyable narrative.,3.9,2026-06-19T11:00:00
153,48,B020,Confusing and disappointing in places.,2.4,2026-02-24T03:00:00
154,49,B009,Excellent and interesting read. I loved the story.,3.3,2026-06-01T04:00:00
155,49,B013,Wonderful book. I enjoyed it and recommend it.,3.6,2025-06-27T23:00:00
156,50,B014,Wonderful book. I enjoyed it and recommend it.,3.5,2025-07-28T17:00:00
157,50,B018,Confusing and disappointing in places.,3.7,2025-11-17T17:00:00
158,50,B002,Great book with helpful ideas and an enjoyable narrative.,4.9,2025-12-05T14:00:00
159,51,B010,Wonderful book. I enjoyed it and recommend it.,4.6,2025-07-17T10:00:00
160,51,B020,Interesting but the pacing was slow.,3.8,2025-03-15T23:00:00
161,52,B005,Confusing and disappointing in places.,4.0,2025-02-01T15:00:00
162,52,B005,Excellent and interesting read. I loved the story.,4.9,2025-01-12T17:00:00
163,52,B011,Wonderful book. I enjoyed it and recommend it.,5.0,2025-03-29T09:00:00
164,52,B005,Great book with helpful ideas and an enjoyable narrative.,4.0,2025-05-26T05:00:00
165,52,B016,Interesting but the pacing was slow.,2.4,2026-01-01T04:00:00
166,53,B005,Interesting but the pacing was slow.,3.1,2026-05-11T11:00:00
167,54,B019,Wonderful book. I enjoyed it and recommend it.,3.8,2025-06-14T04:00:00
168,54,B007,Confusing and disappointing in places.,3.6,2025-12-17T14:00:00
169,55,B001,Wonderful book. I enjoyed it and recommend it.,5.0,2025-05-02T23:00:00
170,56,B002,Confusing and disappointing in places.,2.6,2025-10-11T07:00:00
171,57,B005,Great book with helpful ideas and an enjoyable narrative.,3.9,2025-07-14T15:00:00
172,57,B017,Excellent and interesting read. I loved the story.,4.2,2025-12-31T04:00:00
173,57,B020,Confusing and disappointing in places.,5.0,2026-06-08T08:00:00
174,57,B020,Great book with helpful ideas and an enjoyable narrative.,4.2,2026-04-17T10:00:00
175,57,B017,Interesting but the pacing was slow.,3.0,2025-12-18T11:00:00
176,58,B016,Confusing and disappointing in places.,4.6,2025-06-03T15:00:00
177,58,B005,Interesting but the pacing was slow.,1.7,2026-02-12T03:00:00
178,59,B006,Wonderful book. I enjoyed it and recommend it.,2.9,2025-01-27T12:00:00
179,59,B013,Interesting but the pacing was slow.,2.5,2025-05-10T04:00:00
180,59,B011,Wonderful book. I enjoyed it and recommend it.,3.1,2026-01-10T13:00:00
181,59,B002,Interesting but the pacing was slow.,4.8,2025-10-03T13:00:00
182,60,B008,Confusing and disappointing in places.,2.6,2025-02-02T10:00:00
183,60,B001,Great book with helpful ideas and an enjoyable narrative.,3.8,2025-09-14T12:00:00
184,60,B020,Excellent and interesting read. I loved the story.,3.2,2026-01-30T14:00:00
185,60,B006,Excellent and interesting read. I loved the story.,3.6,2026-06-18T03:00:00
186,60,B016,Confusing and disappointing in places.,3.2,2025-12-22T14:00:00
187,60,B006,Great book with helpful ideas and an enjoyable narrative.,3.1,2026-03-25T17:00:00
188,61,B016,Great book with helpful ideas and an enjoyable narrative.,1.9,2025-04-24T03:00:00
189,61,B018,Excellent and interesting read. I loved the story.,4.1,2025-07-02T01:00:00
190,61,B010,Great book with helpful ideas and an enjoyable narrative.,5.0,2026-02-02T21:00:00
191,61,B002,Confusing and disappointing in places.,3.2,2025-03-14T00:00:00
192,61,B004,Wonderful book. I enjoyed it and recommend it.,3.4,2025-03-23T14:00:00
193,61,B008,Wonderful book. I enjoyed it and recommend it.,3.3,2026-03-02T11:00:00
194,61,B008,Great book with helpful ideas and an enjoyable narrative.,5.0,2025-03-21T06:00:00
195,62,B008,Great book with helpful ideas and an enjoyable narrative.,3.0,2025-01-17T16:00:00
196,62,B007,Interesting but the pacing was slow.,4.2,2025-04-07T01:00:00
197,62,B008,Confusing and disappointing in places.,4.7,2025-09-13T07:00:00
198,62,B015,Wonderful book. I enjoyed it and recommend it.,4.2,2025-04-08T19:00:00
199,63,B011,Confusing and disappointing in places.,3.9,2025-11-28T21:00:00
200,63,B014,Excellent and interesting read. I loved the story.,5.0,2025-08-28T06:00:00
201,64,B001,Wonderful book. I enjoyed it and recommend it.,3.4,2025-05-25T22:00:00
202,64,B003,Interesting but the pacing was slow.,3.7,2025-10-05T01:00:00
203,64,B009,Confusing and disappointing in places.,3.7,2026-01-04T03:00:00
204,64,B009,Interesting but the pacing was slow.,2.5,2025-01-31T17:00:00
205,65,B001,Great book with helpful ideas and an enjoyable narrative.,4.4,2025-10-08T04:00:00
206,65,B001,Great book with helpful ideas and an enjoyable narrative.,3.4,2025-01-16T08:00:00
207,65,B015,Great book with helpful ideas and an enjoyable narrative.,3.0,2026-04-08T14:00:00
208,65,B001,Confusing and disappointing in places.,3.3,2026-06-13T20:00:00
209,66,B018,Confusing and disappointing in places.,3.2,2025-05-19T12:00:00
210,66,B003,Confusing and disappointing in places.,3.8,2025-06-17T22:00:00
211,66,B013,Excellent and interesting read. I loved the story.,2.7,2025-06-03T05:00:00
212,66,B012,Confusing and disappointing in places.,2.5,2025-01-04T19:00:00
213,66,B003,Wonderful book. I enjoyed it and recommend it.,4.2,2026-03-29T02:00:00
214,68,B017,Interesting but the pacing was slow.,3.2,2026-06-03T17:00:00
215,68,B015,Excellent and interesting read. I loved the story.,3.0,2025-06-19T18:00:00
216,68,B009,Excellent and interesting read. I loved the story.,2.6,2025-11-06T06:00:00
217,68,B016,Excellent and interesting read. I loved the story.,3.3,2026-06-21T09:00:00
218,69,B013,Wonderful book. I enjoyed it and recommend it.,2.7,2025-05-01T08:00:00
219,69,B001,Excellent and interesting read. I loved the story.,3.5,2025-02-21T04:00:00
220,69,B013,Confusing and disappointing in places.,4.5,2025-03-22T14:00:00
221,70,B016,Wonderful book. I enjoyed it and recommend it.,3.6,2025-08-30T05:00:00
222,70,B012,Excellent and interesting read. I loved the story.,2.9,2025-04-10T14:00:00
223,70,B016,Great book with helpful ideas and an enjoyable narrative.,3.6,2026-01-24T10:00:00
224,70,B020,Wonderful book. I enjoyed it and recommend it.,2.3,2025-10-29T01:00:00
225,71,B020,Wonderful book. I enjoyed it and recommend it.,2.4,2025-04-26T18:00:00
226,71,B017,Excellent and interesting read. I loved the story.,4.0,2025-10-14T14:00:00
227,72,B016,Excellent and interesting read. I loved the story.,3.6,2025-10-15T08:00:00
228,72,B002,Confusing and disappointing in places.,2.9,2025-02-25T20:00:00
229,72,B005,Confusing and disappointing in places.,4.7,2026-02-04T15:00:00
230,72,B002,Wonderful book. I enjoyed it and recommend it.,2.3,2026-01-27T21:00:00
231,73,B009,Excellent and interesting read. I loved the story.,3.0,2025-01-11T21:00:00
232,73,B007,Wonderful book. I enjoyed it and recommend it.,4.1,2025-05-05T22:00:00
233,73,B013,Wonderful book. I enjoyed it and recommend it.,3.1,2025-07-25T19:00:00
234,73,B015,Confusing and disappointing in places.,3.8,2026-03-18T06:00:00
235,73,B013,Excellent and interesting read. I loved the story.,3.2,2025-09-14T14:00:00
236,74,B019,Confusing and disappointing in places.,3.2,2025-04-03T11:00:00
237,74,B009,Great book with helpful ideas and an enjoyable narrative.,3.8,2025-02-16T07:00:00
238,74,B017,Wonderful book. I enjoyed it and recommend it.,2.8,2025-02-21T09:00:00
239,74,B010,Wonderful book. I enjoyed it and recommend it.,4.5,2025-06-24T18:00:00
240,75,B006,Excellent and interesting read. I loved the story.,3.6,2026-01-21T05:00:00
241,75,B001,Wonderful book. I enjoyed it and recommend it.,4.6,2026-03-05T00:00:00
242,75,B005,Interesting but the pacing was slow.,3.7,2026-05-01T15:00:00
243,75,B004,Excellent and interesting read. I loved the story.,3.3,2025-11-30T13:00:00
244,75,B001,Confusing and disappointing in places.,3.8,2026-01-20T07:00:00
245,76,B004,Confusing and disappointing in places.,3.3,2026-03-15T23:00:00
246,76,B004,Confusing and disappointing in places.,3.8,2025-01-06T13:00:00
247,78,B015,Great book with helpful ideas and an enjoyable narrative.,4.2,2026-03-07T14:00:00
248,78,B015,Wonderful book. I enjoyed it and recommend it.,4.5,2025-03-06T00:00:00
249,79,B002,Excellent and interesting read. I loved the story.,3.9,2025-05-10T14:00:00
250,79,B009,Excellent and interesting read. I loved the story.,3.5,2025-02-11T04:00:00
251,79,B018,Wonderful book. I enjoyed it and recommend it.,2.5,2026-04-02T21:00:00
252,80,B006,Wonderful book. I enjoyed it and recommend it.,4.2,2025-05-28T06:00:00
253,80,B017,Interesting but the pacing was slow.,2.8,2026-03-04T05:00:00
254,81,B016,Interesting but the pacing was slow.,3.1,2025-07-07T03:00:00
255,81,B007,Great book with helpful ideas and an enjoyable narrative.,3.4,2026-02-26T10:00:00
256,81,B008,Great book with helpful ideas and an enjoyable narrative.,4.3,2025-04-27T13:00:00
257,81,B013,Confusing and disappointing in places.,2.8,2025-01-18T15:00:00
258,81,B008,Excellent and interesting read. I loved the story.,3.9,2026-06-20T10:00:00
259,81,B002,Great book with helpful ideas and an enjoyable narrative.,2.9,2025-08-16T04:00:00
260,82,B007,Wonderful book. I enjoyed it and recommend it.,4.2,2025-09-05T16:00:00
261,82,B011,Interesting but the pacing was slow.,3.1,2026-03-11T06:00:00
262,82,B014,Confusing and disappointing in places.,2.2,2026-01-05T22:00:00
263,83,B020,Confusing and disappointing in places.,4.3,2026-01-08T06:00:00
264,83,B017,Great book with helpful ideas and an enjoyable narrative.,4.0,2025-04-21T03:00:00
265,83,B002,Confusing and disappointing in places.,3.6,2026-06-17T15:00:00
266,84,B010,Interesting but the pacing was slow.,3.6,2026-01-01T13:00:00
267,84,B009,Great book with helpful ideas and an enjoyable narrative.,4.8,2025-03-28T22:00:00
268,85,B014,Great book with helpful ideas and an enjoyable narrative.,3.7,2025-03-03T16:00:00
269,85,B008,Interesting but the pacing was slow.,3.6,2025-02-07T06:00:00
270,85,B005,Great book with helpful ideas and an enjoyable narrative.,4.2,2026-01-08T21:00:00
271,85,B016,Excellent and interesting read. I loved the story.,5.0,2026-06-22T08:00:00
272,87,B015,Great book with helpful ideas and an enjoyable narrative.,5.0,2025-07-08T20:00:00
273,87,B017,Great book with helpful ideas and an enjoyable narrative.,3.5,2025-11-09T10:00:00
274,87,B015,Great book with helpful ideas and an enjoyable narrative.,3.9,2025-08-23T02:00:00
275,87,B010,Wonderful book. I enjoyed it and recommend it.,4.9,2025-06-02T02:00:00
276,88,B019,Interesting but the pacing was slow.,2.8,2025-07-04T13:00:00
277,88,B010,Great book with helpful ideas and an enjoyable narrative.,3.7,2025-09-20T02:00:00
278,88,B017,Excellent and interesting read. I loved the story.,4.6,2025-05-16T02:00:00
279,89,B018,Excellent and interesting read. I loved the story.,3.0,2026-03-27T01:00:00
280,89,B013,Excellent and interesting read. I loved the story.,4.5,2025-04-26T23:00:00
281,89,B005,Excellent and interesting read. I loved the story.,2.4,2025-01-05T16:00:00
282,90,B011,Confusing and disappointing in places.,3.7,2026-01-26T02:00:00
283,90,B012,Confusing and disappointing in places.,2.5,2025-04-02T00:00:00
284,90,B011,Confusing and disappointing in places.,4.7,2026-02-02T15:00:00
285,90,B011,Wonderful book. I enjoyed it and recommend it.,5.0,2026-01-13T19:00:00
286,91,B009,Excellent and interesting read. I loved the story.,3.1,2026-02-09T09:00:00
287,91,B002,Confusing and disappointing in places.,3.3,2025-03-30T09:00:00
288,92,B010,Confusing and disappointing in places.,5.0,2025-08-01T09:00:00
289,92,B014,Confusing and disappointing in places.,2.8,2025-05-13T05:00:00
290,93,B018,Excellent and interesting read. I loved the story.,4.5,2025-04-15T17:00:00
291,93,B004,Interesting but the pacing was slow.,3.0,2026-06-03T15:00:00
292,93,B002,Wonderful book. I enjoyed it and recommend it.,2.4,2026-03-01T11:00:00
293,94,B020,Interesting but the pacing was slow.,3.2,2025-06-13T00:00:00
294,94,B019,Excellent and interesting read. I loved the story.,3.6,2025-09-23T20:00:00
295,95,B006,Wonderful book. I enjoyed it and recommend it.,3.9,2025-05-24T22:00:00
296,95,B017,Wonderful book. I enjoyed it and recommend it.,4.0,2025-05-28T16:00:00
297,95,B013,Great book with helpful ideas and an enjoyable narrative.,2.7,2025-05-01T22:00:00
298,95,B012,Great book with helpful ideas and an enjoyable narrative.,4.5,2025-05-04T11:00:00
299,95,B006,Wonderful book. I enjoyed it and recommend it.,5.0,2026-05-13T00:00:00
300,95,B015,Wonderful book. I enjoyed it and recommend it.,3.2,2025-10-18T06:00:00
301,96,B016,Wonderful book. I enjoyed it and recommend it.,2.8,2025-01-20T08:00:00
302,97,B002,Great book with helpful ideas and an enjoyable narrative.,3.5,2026-02-27T10:00:00
303,97,B002,Excellent and interesting read. I loved the story.,4.8,2025-10-03T01:00:00
304,97,B015,Wonderful book. I enjoyed it and recommend it.,2.5,2026-05-28T06:00:00
305,97,B002,Confusing and disappointing in places.,5.0,2025-10-24T20:00:00
306,98,B007,Interesting but the pacing was slow.,3.7,2026-01-02T12:00:00
307,99,B007,Excellent and interesting read. I loved the story.,3.7,2026-06-20T23:00:00
308,100,B001,Wonderful book. I enjoyed it and recommend it.,3.7,2025-03-08T04:00:00
309,100,B001,Wonderful book. I enjoyed it and recommend it.,4.8,2025-10-29T12:00:00
310,100,B016,Excellent and interesting read. I loved the story.,4.3,2025-01-27T14:00:00
311,100,B004,Wonderful book. I enjoyed it and recommend it.,3.1,2025-03-11T18:00:00
312,101,B008,Excellent and interesting read. I loved the story.,3.3,2025-07-20T06:00:00
313,101,B002,Confusing and disappointing in places.,3.8,2025-12-10T19:00:00
314,101,B008,Interesting but the pacing was slow.,4.4,2025-08-24T14:00:00
315,102,B006,Interesting but the pacing was slow.,3.6,2025-12-14T17:00:00
316,102,B020,Excellent and interesting read. I loved the story.,2.8,2025-04-14T00:00:00
317,102,B015,Excellent and interesting read. I loved the story.,4.0,2026-06-05T18:00:00
318,102,B002,Confusing and disappointing in places.,3.6,2026-04-27T21:00:00
319,102,B001,Interesting but the pacing was slow.,3.6,2026-06-06T11:00:00
320,103,B014,Great book with helpful ideas and an enjoyable narrative.,3.2,2026-05-25T10:00:00
321,103,B004,Great book with helpful ideas and an enjoyable narrative.,3.2,2025-08-22T03:00:00
322,103,B013,Interesting but the pacing was slow.,3.8,2025-05-12T09:00:00
323,104,B006,Confusing and disappointing in places.,5.0,2026-02-05T12:00:00
324,104,B015,Wonderful book. I enjoyed it and recommend it.,4.9,2025-11-08T02:00:00
325,104,B008,Confusing and disappointing in places.,3.3,2025-03-13T14:00:00
326,104,B011,Confusing and disappointing in places.,3.2,2026-02-05T05:00:00
327,104,B010,Great book with helpful ideas and an enjoyable narrative.,3.5,2026-05-05T23:00:00
328,105,B007,Wonderful book. I enjoyed it and recommend it.,4.0,2025-02-14T07:00:00
329,105,B002,Excellent and interesting read. I loved the story.,3.4,2025-06-24T00:00:00
330,106,B004,Excellent and interesting read. I loved the story.,2.7,2025-07-16T21:00:00
331,106,B001,Great book with helpful ideas and an enjoyable narrative.,4.4,2025-12-01T10:00:00
332,106,B015,Interesting but the pacing was slow.,3.2,2026-02-09T13:00:00
333,106,B015,Great book with helpful ideas and an enjoyable narrative.,4.4,2025-06-27T00:00:00
334,107,B006,Wonderful book. I enjoyed it and recommend it.,2.8,2026-01-27T16:00:00
335,107,B012,Interesting but the pacing was slow.,3.6,2026-03-15T07:00:00
336,107,B020,Excellent and interesting read. I loved the story.,3.4,2026-05-26T09:00:00
