review_id,user_id,book_id,review_text,rating,review_date,sentiment,sentiment_score
130,41,B020,Great book with helpful ideas and an enjoyable narrative.,3.4,2026-03-21T05:00:00,positive,2
131,41,B008,Confusing and disappointing in places.,4.8,2025-09-29T21:00:00,negative,-2
132,42,B007,Confusing and disappointing in places.,3.8,2025-06-21T06:00:00,negative,-2
133,42,B003,Wonderful book. I enjoyed it and recommend it.,3.3,2026-06-20T13:00:00,positive,2
134,42,B008,Interesting but the pacing was slow.,3.4,2025-04-13T03:00:00,neutral,0
135,43,B002,Wonderful book. I enjoyed it and recommend it.,3.7,2025-06-12T02:00:00,positive,2
136,43,B001,Wonderful book. I enjoyed it and recommend it.,4.2,2025-04-03T09:00:00,positive,2
137,44,B020,Wonderful book. I enjoyed it and recommend it.,3.4,2025-07-14T10:00:00,positive,2
138,44,B016,Great book with helpful ideas and an enjoyable narrative.,2.5,2026-02-28T01:00:00,positive,2
139,45,B001,Interesting but the pacing was slow.,4.4,2025-01-19T21:00:00,neutral,0
140,45,B006,Excellent and interesting read. I loved the story.,4.5,2025-11-16T04:00:00,positive,3
141,45,B007,Excellent and interesting read. I loved the story.,3.0,2026-02-18T00:00:00,positive,3
142,45,B011,Excellent and interesting read. I loved the story.,2.9,2025-02-19T21:00:00,positive,3
143,46,B018,Excellent and interesting read. I loved the story.,3.5,2025-04-24T18:00:00,positive,3
144,46,B009,Interesting but the pacing was slow.,3.3,2026-06-08T02:00:00,neutral,0
145,46,B011,Interesting but the pacing was slow.,4.1,2025-01-10T04:00:00,neutral,0
146,47,B015,Confusing and disappointing in places.,3.1,2026-05-10T18:00:00,negative,-2
147,47,B010,Wonderful book. I enjoyed it and recommend it.,4.3,2025-03-06T08:00:00,positive,2
148,47,B006,Interesting but the pacing was slow.,2.7,2025-04-08T13:00:00,neutral,0
149,47,B015,Confusing and disappointing in places.,2.9,2025-02-25T00:00:00,negative,-2
150,47,B004,Confusing and disappointing in places.,3.3,2026-01-23T12:00:00,negative,-2
151,48,B001,Interesting but the pacing was slow.,4.1,2025-04-27T03:00:00,neutral,0
152,48,B017,Great book with helpful ideas and an enjoyable narrative.,3.9,2026-06-19T11:00:00,positive,2
153,48,B020,Confusing and disappointing in places.,2.4,2026-02-24T03:00:00,negative,-2
154,49,B009,Excellent and interesting read. I loved the story.,3.3,2026-06-01T04:00:00,positive,3
155,49,B013,Wonderful book. I enjoyed it and recommend it.,3.6,2025-06-27T23:00:00,positive,2
156,50,B014,Wonderful book. I enjoyed it and recommend it.,3.5,2025-07-28T17:00:00,positive,2
157,50,B018,Confusing and disappointing in places.,3.7,2025-11-17T17:00:00,negative,-2
158,50,B002,Great book with helpful ideas and an enjoyable narrative.,4.9,2025-12-05T14:00:00,positive,2
159,51,B010,Wonderful book. I enjoyed it and recommend it.,4.6,2025-07-17T10:00:00,positive,2
160,51,B020,Interesting but the pacing was slow.,3.8,2025-03-15T23:00:00,neutral,0
161,52,B005,Confusing and disappointing in places.,4.0,2025-02-01T15:00:00,negative,-2
162,52,B005,Excellent and interesting read. I loved the story.,4.9,2025-01-12T17:00:00,positive,3
163,52,B011,Wonderful book. I enjoyed it and recommend it.,5.0,2025-03-29T09:00:00,positive,2
164,52,B005,Great book with helpful ideas and an enjoyable narrative.,4.0,2025-05-26T05:00:00,positive,2
165,52,B016,Interesting but the pacing was slow.,2.4,2026-01-01T04:00:00,neutral,0
166,53,B005,Interesting but the pacing was slow.,3.1,2026-05-11T11:00:00,neutral,0
167,54,B019,Wonderful book. I enjoyed it and recommend it.,3.8,2025-06-14T04:00:00,positive,2
168,54,B007,Confusing and disappointing in places.,3.6,2025-12-17T14:00:00,negative,-2
169,55,B001,Wonderful book. I enjoyed it and recommend it.,5.0,2025-05-02T23:00:00,positive,2
170,56,B002,Confusing and disappointing in places.,2.6,2025-10-11T07:00:00,negative,-2
171,57,B005,Great book with helpful ideas and an enjoyable narrative.,3.9,2025-07-14T15:00:00,positive,2
172,57,B017,Excellent and interesting read. I loved the story.,4.2,2025-12-31T04:00:00,positive,3
173,57,B020,Confusing and disappointing in places.,5.0,2026-06-08T08:00:00,negative,-2
174,57,B020,Great book with helpful ideas and an enjoyable narrative.,4.2,2026-04-17T10:00:00,positive,2
175,57,B017,Interesting but the pacing was slow.,3.0,2025-12-18T11:00:00,neutral,0
176,58,B016,Confusing and disappointing in places.,4.6,2025-06-03T15:00:00,negative,-2
177,58,B005,Interesting but the pacing was slow.,1.7,2026-02-12T03:00:00,neutral,0
178,59,B006,Wonderful book. I enjoyed it and recommend it.,2.9,2025-01-27T12:00:00,positive,2
179,59,B013,Interesting but the pacing was slow.,2.5,2025-05-10T04:00:00,neutral,0
180,59,B011,Wonderful book. I enjoyed it and recommend it.,3.1,2026-01-10T13:00:00,positive,2
181,59,B002,Interesting but the pacing was slow.,4.8,2025-10-03T13:00:00,neutral,0
182,60,B008,Confusing and disappointing in places.,2.6,2025-02-02T10:00:00,negative,-2
183,60,B001,Great book with helpful ideas and an enjoyable narrative.,3.8,2025-09-14T12:00:00,positive,2
184,60,B020,Excellent and interesting read. I loved the story.,3.2,2026-01-30T14:00:00,positive,3
185,60,B006,Excellent and interesting read. I loved the story.,3.6,2026-06-18T03:00:00,positive,3
186,60,B016,Confusing and disappointing in places.,3.2,2025-12-22T14:00:00,negative,-2
187,60,B006,Great book with helpful ideas and an enjoyable narrative.,3.1,2026-03-25T17:00:00,positive,2
188,61,B016,Great book with helpful ideas and an enjoyable narrative.,1.9,2025-04-24T03:00:00,positive,2
189,61,B018,Excellent and interesting read. I loved the story.,4.1,2025-07-02T01:00:00,positive,3
190,61,B010,Great book with helpful ideas and an enjoyable narrative.,5.0,2026-02-02T21:00:00,positive,2
191,61,B002,Confusing and disappointing in places.,3.2,2025-03-14T00:00:00,negative,-2
192,61,B004,Wonderful book. I enjoyed it and recommend it.,3.4,2025-03-23T14:00:00,positive,2
193,61,B008,Wonderful book. I enjoyed it and recommend it.,3.3,2026-03-02T11:00:00,positive,2
194,61,B008,Great book with helpful ideas and an enjoyable narrative.,5.0,2025-03-21T06:00:00,positive,2
195,62,B008,Great book with helpful ideas and an enjoyable narrative.,3.0,2025-01-17T16:00:00,positive,2
196,62,B007,Interesting but the pacing was slow.,4.2,2025-04-07T01:00:00,neutral,0
197,62,B008,Confusing and disappointing in places.,4.7,2025-09-13T07:00:00,negative,-2
198,62,B015,Wonderful book. I enjoyed it and recommend it.,4.2,2025-04-08T19:00:00,positive,2
199,63,B011,Confusing and disappointing in places.,3.9,2025-11-28T21:00:00,negative,-2
200,63,B014,Excellent and interesting read. I loved the story.,5.0,2025-08-28T06:00:00,positive,3
201,64,B001,Wonderful book. I enjoyed it and recommend it.,3.4,2025-05-25T22:00:00,positive,2
202,64,B003,Interesting but the pacing was slow.,3.7,2025-10-05T01:00:00,neutral,0
203,64,B009,Confusing and disappointing in places.,3.7,2026-01-04T03:00:00,negative,-2
204,64,B009,Interesting but the pacing was slow.,2.5,2025-01-31T17:00:00,neutral,0
205,65,B001,Great book with helpful ideas and an enjoyable narrative.,4.4,2025-10-08T04:00:00,positive,2
206,65,B001,Great book with helpful ideas and an enjoyable narrative.,3.4,2025-01-16T08:00:00,positive,2
207,65,B015,Great book with helpful ideas and an enjoyable narrative.,3.0,2026-04-08T14:00:00,positive,2
208,65,B001,Confusing and disappointing in places.,3.3,2026-06-13T20:00:00,negative,-2
209,66,B018,Confusing and disappointing in places.,3.2,2025-05-19T12:00:00,negative,-2
210,66,B003,Confusing and disappointing in places.,3.8,2025-06-17T22:00:00,negative,-2
211,66,B013,Excellent and interesting read. I loved the story.,2.7,2025-06-03T05:00:00,positive,3
212,66,B012,Confusing and disappointing in places.,2.5,2025-01-04T19:00:00,negative,-2
213,66,B003,Wonderful book. I enjoyed it and recommend it.,4.2,2026-03-29T02:00:00,positive,2
214,68,B017,Interesting but the pacing was slow.,3.2,2026-06-03T17:00:00,neutral,0
215,68,B015,Excellent and interesting read. I loved the story.,3.0,2025-06-19T18:00:00,positive,3
216,68,B009,Excellent and interesting read. I loved the story.,2.6,2025-11-06T06:00:00,positive,3
217,68,B016,Excellent and interesting read. I loved the story.,3.3,2026-06-21T09:00:00,positive,3
218,69,B013,Wonderful book. I enjoyed it and recommend it.,2.7,2025-05-01T08:00:00,positive,2
219,69,B001,Excellent and interesting read. I loved the story.,3.5,2025-02-21T04:00:00,positive,3
220,69,B013,Confusing and disappointing in places.,4.5,2025-03-22T14:00:00,negative,-2
221,70,B016,Wonderful book. I enjoyed it and recommend it.,3.6,2025-08-30T05:00:00,positive,2
222,70,B012,Excellent and interesting read. I loved the story.,2.9,2025-04-10T14:00:00,positive,3
223,70,B016,Great book with helpful ideas and an enjoyable narrative.,3.6,2026-01-24T10:00:00,positive,2
224,70,B020,Wonderful book. I enjoyed it and recommend it.,2.3,2025-10-29T01:00:00,positive,2
225,71,B020,Wonderful book. I enjoyed it and recommend it.,2.4,2025-04-26T18:00:00,positive,2
226,71,B017,Excellent and interesting read. I loved the story.,4.0,2025-10-14T14:00:00,positive,3
227,72,B016,Excellent and interesting read. I loved the story.,3.6,2025-10-15T08:00:00,positive,3
228,72,B002,Confusing and disappointing in places.,2.9,2025-02-25T20:00:00,negative,-2
229,72,B005,Confusing and disappointing in places.,4.7,2026-02-04T15:00:00,negative,-2
230,72,B002,Wonderful book. I enjoyed it and recommend it.,2.3,2026-01-27T21:00:00,positive,2
231,73,B009,Excellent and interesting read. I loved the story.,3.0,2025-01-11T21:00:00,positive,3
232,73,B007,Wonderful book. I enjoyed it and recommend it.,4.1,2025-05-05T22:00:00,positive,2
233,73,B013,Wonderful book. I enjoyed it and recommend it.,3.1,2025-07-25T19:00:00,positive,2
234,73,B015,Confusing and disappointing in places.,3.8,2026-03-18T06:00:00,negative,-2
235,73,B013,Excellent and interesting read. I loved the story.,3.2,2025-09-14T14:00:00,positive,3
236,74,B019,Confusing and disappointing in places.,3.2,2025-04-03T11:00:00,negative,-2
237,74,B009,Great book with helpful ideas and an enjoyable narrative.,3.8,2025-02-16T07:00:00,positive,2
238,74,B017,Wonderful book. I enjoyed it and recommend it.,2.8,2025-02-21T09:00:00,positive,2
239,74,B010,Wonderful book. I enjoyed it and recommend it.,4.5,2025-06-24T18:00:00,positive,2
240,75,B006,Excellent and interesting read. I loved the story.,3.6,2026-01-21T05:00:00,positive,3
241,75,B001,Wonderful book. I enjoyed it and recommend it.,4.6,2026-03-05T00:00:00,positive,2
242,75,B005,Interesting but the pacing was slow.,3.7,2026-05-01T15:00:00,neutral,0
243,75,B004,Excellent and interesting read. I loved the story.,3.3,2025-11-30T13:00:00,positive,3
244,75,B001,Confusing and disappointing in places.,3.8,2026-01-20T07:00:00,negative,-2
245,76,B004,Confusing and disappointing in places.,3.3,2026-03-15T23:00:00,negative,-2
246,76,B004,Confusing and disappointing in places.,3.8,2025-01-06T13:00:00,negative,-2
247,78,B015,Great book with helpful ideas and an enjoyable narrative.,4.2,2026-03-07T14:00:00,positive,2
248,78,B015,Wonderful book. I enjoyed it and recommend it.,4.5,2025-03-06T00:00:00,positive,2
249,79,B002,Excellent and interesting read. I loved the story.,3.9,2025-05-10T14:00:00,positive,3
250,79,B009,Excellent and interesting read. I loved the story.,3.5,2025-02-11T04:00:00,positive,3
251,79,B018,Wonderful book. I enjoyed it and recommend it.,2.5,2026-04-02T21:00:00,positive,2
252,80,B006,Wonderful book. I enjoyed it and recommend it.,4.2,2025-05-28T06:00:00,positive,2
253,80,B017,Interesting but the pacing was slow.,2.8,2026-03-04T05:00:00,neutral,0
254,81,B016,Interesting but the pacing was slow.,3.1,2025-07-07T03:00:00,neutral,0
255,81,B007,Great book with helpful ideas and an enjoyable narrative.,3.4,2026-02-26T10:00:00,positive,2
256,81,B008,Great book with helpful ideas and an enjoyable narrative.,4.3,2025-04-27T13:00:00,positive,2
257,81,B013,Confusing and disappointing in places.,2.8,2025-01-18T15:00:00,negative,-2
258,81,B008,Excellent and interesting read. I loved the story.,3.9,2026-06-20T10:00:00,positive,3
259,81,B002,Great book with helpful ideas and an enjoyable narrative.,2.9,2025-08-16T04:00:00,positive,2
260,82,B007,Wonderful book. I enjoyed it and recommend it.,4.2,2025-09-05T16:00:00,positive,2
261,82,B011,Interesting but the pacing was slow.,3.1,2026-03-11T06:00:00,neutral,0
262,82,B014,Confusing and disappointing in places.,2.2,2026-01-05T22:00:00,negative,-2
263,83,B020,Confusing and disappointing in places.,4.3,2026-01-08T06:00:00,negative,-2
264,83,B017,Great book with helpful ideas and an enjoyable narrative.,4.0,2025-04-21T03:00:00,positive,2
265,83,B002,Confusing and disappointing in places.,3.6,2026-06-17T15:00:00,negative,-2
266,84,B010,Interesting but the pacing was slow.,3.6,2026-01-01T13:00:00,neutral,0
267,84,B009,Great book with helpful ideas and an enjoyable narrative.,4.8,2025-03-28T22:00:00,positive,2
268,85,B014,Great book with helpful ideas and an enjoyable narrative.,3.7,2025-03-03T16:00:00,positive,2
269,85,B008,Interesting but the pacing was slow.,3.6,2025-02-07T06:00:00,neutral,0
270,85,B005,Great book with helpful ideas and an enjoyable narrative.,4.2,2026-01-08T21:00:00,positive,2
271,85,B016,Excellent and interesting read. I loved the story.,5.0,2026-06-22T08:00:00,positive,3
272,87,B015,Great book with helpful ideas and an enjoyable narrative.,5.0,2025-07-08T20:00:00,positive,2
273,87,B017,Great book with helpful ideas and an enjoyable narrative.,3.5,2025-11-09T10:00:00,positive,2
274,87,B015,Great book with helpful ideas and an enjoyable narrative.,3.9,2025-08-23T02:00:00,positive,2
275,87,B010,Wonderful book. I enjoyed it and recommend it.,4.9,2025-06-02T02:00:00,positive,2
276,88,B019,Interesting but the pacing was slow.,2.8,2025-07-04T13:00:00,neutral,0
277,88,B010,Great book with helpful ideas and an enjoyable narrative.,3.7,2025-09-20T02:00:00,positive,2
278,88,B017,Excellent and interesting read. I loved the story.,4.6,2025-05-16T02:00:00,positive,3
279,89,B018,Excellent and interesting read. I loved the story.,3.0,2026-03-27T01:00:00,positive,3
280,89,B013,Excellent and interesting read. I loved the story.,4.5,2025-04-26T23:00:00,positive,3
281,89,B005,Excellent and interesting read. I loved the story.,2.4,2025-01-05T16:00:00,positive,3
282,90,B011,Confusing and disappointing in places.,3.7,2026-01-26T02:00:00,negative,-2
283,90,B012,Confusing and disappointing in places.,2.5,2025-04-02T00:00:00,negative,-2
284,90,B011,Confusing and disappointing in places.,4.7,2026-02-02T15:00:00,negative,-2
285,90,B011,Wonderful book. I enjoyed it and recommend it.,5.0,2026-01-13T19:00:00,positive,2
286,91,B009,Excellent and interesting read. I loved the story.,3.1,2026-02-09T09:00:00,positive,3
287,91,B002,Confusing and disappointing in places.,3.3,2025-03-30T09:00:00,negative,-2
288,92,B010,Confusing and disappointing in places.,5.0,2025-08-01T09:00:00,negative,-2
289,92,B014,Confusing and disappointing in places.,2.8,2025-05-13T05:00:00,negative,-2
290,93,B018,Excellent and interesting read. I loved the story.,4.5,2025-04-15T17:00:00,positive,3
291,93,B004,Interesting but the pacing was slow.,3.0,2026-06-03T15:00:00,neutral,0
292,93,B002,Wonderful book. I enjoyed it and recommend it.,2.4,2026-03-01T11:00:00,positive,2
293,94,B020,Interesting but the pacing was slow.,3.2,2025-06-13T00:00:00,neutral,0
294,94,B019,Excellent and interesting read. I loved the story.,3.6,2025-09-23T20:00:00,positive,3
295,95,B006,Wonderful book. I enjoyed it and recommend it.,3.9,2025-05-24T22:00:00,positive,2
296,95,B017,Wonderful book. I enjoyed it and recommend it.,4.0,2025-05-28T16:00:00,positive,2
297,95,B013,Great book with helpful ideas and an enjoyable narrative.,2.7,2025-05-01T22:00:00,positive,2
