user_id,book_id,rating,timestamp
18,B013,3.9,2025-10-17T12:00:00
18,B007,4.5,2025-02-23T20:00:00
18,B010,3.8,2026-01-31T09:00:00
18,B005,3.7,2025-05-25T11:00:00
18,B002,3.9,2025-11-14T17:00:00
18,B004,2.5,2026-06-24T02:00:00
18,B017,3.2,2026-01-06T00:00:00
18,B015,5.0,2025-04-14T16:00:00
18,B006,4.6,2025-05-15T19:00:00
18,B008,2.1,2025-07-24T19:00:00
19,B014,4.8,2025-12-24T00:00:00
19,B002,4.6,2025-08-30T12:00:00
19,B019,1.8,2025-01-29T10:00:00
19,B007,4.4,2026-04-29T22:00:00
19,B018,5.0,2026-04-26T14:00:00
19,B006,2.8,2025-01-20T08:00:00
19,B020,3.5,2026-06-25T13:00:00
19,B012,3.4,2025-01-17T20:00:00
19,B004,3.7,2025-07-11T21:00:00
19,B013,4.5,2026-01-05T02:00:00
20,B010,4.1,2025-06-29T21:00:00
20,B006,4.6,2025-05-19T02:00:00
20,B008,3.2,2025-02-07T09:00:00
20,B013,3.1,2025-11-20T09:00:00
20,B020,3.4,2025-07-15T09:00:00
20,B005,4.7,2025-12-06T08:00:00
20,B001,3.8,2026-02-14T23:00:00
20,B016,4.3,2025-07-11T15:00:00
21,B017,4.3,2026-04-06T11:00:00
21,B013,4.8,2026-01-11T12:00:00
21,B008,4.6,2025-01-27T23:00:00
21,B004,4.5,2025-05-01T08:00:00
21,B006,2.6,2025-08-08T19:00:00
21,B012,2.9,2025-03-17T14:00:00
21,B019,3.0,2025-10-25T09:00:00
21,B001,3.9,2025-06-28T11:00:00
22,B008,4.0,2025-07-06T04:00:00
22,B015,3.4,2026-06-15T04:00:00
22,B010,3.5,2025-08-19T11:00:00
22,B012,3.5,2025-10-18T02:00:00
22,B003,3.0,2025-04-06T16:00:00
22,B007,5.0,2025-06-07T05:00:00
22,B020,3.0,2025-12-12T18:00:00
22,B013,2.4,2026-02-13T04:00:00
22,B014,2.9,2025-09-11T04:00:00
23,B020,3.7,2025-02-19T01:00:00
23,B018,3.5,2025-01-09T03:00:00
23,B003,3.6,2026-02-17T11:00:00
23,B002,4.8,2025-07-19T11:00:00
23,B013,3.4,2026-02-08T11:00:00
23,B014,4.7,2025-02-16T01:00:00
23,B011,3.1,2025-11-23T05:00:00
23,B005,3.3,2025-01-18T11:00:00
24,B009,3.3,2025-11-18T13:00:00
24,B020,3.6,2026-04-28T23:00:00
24,B015,2.9,2026-06-16T06:00:00
24,B010,2.9,2025-12-17T17:00:00
24,B014,2.9,2025-07-16T07:00:00
24,B011,3.7,2025-10-23T22:00:00
24,B005,3.4,2025-12-24T17:00:00
24,B012,5.0,2025-10-08T09:00:00
24,B017,3.5,2025-10-25T01:00:00
24,B004,4.2,2026-03-29T20:00:00
24,B013,3.0,2025-10-05T17:00:00
24,B001,2.8,2025-09-03T07:00:00
24,B019,2.8,2025-02-23T03:00:00
24,B003,2.3,2025-01-06T17:00:00
25,B001,3.9,2025-02-08T00:00:00
25,B016,3.8,2025-12-10T09:00:00
25,B013,1.9,2025-05-18T16:00:00
25,B004,2.4,2025-12-05T05:00:00
25,B018,4.1,2025-04-08T05:00:00
25,B006,3.4,2025-09-12T00:00:00
25,B002,3.6,2026-04-11T23:00:00
26,B002,4.0,2026-05-16T02:00:00
26,B010,3.4,2025-02-26T14:00:00
26,B009,4.1,2025-03-01T17:00:00
26,B003,2.6,2025-03-16T01:00:00
26,B004,2.9,2025-03-03T02:00:00
27,B004,4.0,2026-04-17T11:00:00
27,B020,2.1,2025-04-26T01:00:00
27,B009,3.5,2025-01-17T07:00:00
27,B005,4.1,2026-04-03T19:00:00
27,B015,4.5,2025-02-27T04:00:00
27,B010,2.9,2026-06-18T07:00:00
27,B007,4.6,2025-11-04T12:00:00
28,B017,4.4,2026-01-15T02:00:00
28,B004,4.4,2025-02-10T02:00:00
28,B012,4.1,2025-12-07T09:00:00
28,B002,3.6,2025-05-01T23:00:00
28,B010,3.9,2025-09-06T22:00:00
28,B013,3.0,2026-01-04T16:00:00
28,B007,3.3,2026-02-28T01:00:00
28,B008,3.1,2025-01-17T08:00:00
28,B011,3.0,2025-09-09T15:00:00
29,B004,5.0,2025-03-02T16:00:00
29,B016,3.1,2025-02-19T00:00:00
29,B020,3.7,2025-01-10T06:00:00
29,B013,4.2,2026-05-10T21:00:00
29,B010,2.7,2026-02-26T00:00:00
29,B015,3.6,2025-07-03T03:00:00
29,B018,3.5,2025-03-24T20:00:00
29,B012,2.8,2025-02-02T02:00:00
30,B015,3.8,2025-08-01T18:00:00
30,B011,3.3,2025-11-03T05:00:00
30,B017,2.7,2026-02-03T21:00:00
30,B003,3.2,2025-05-24T22:00:00
30,B002,3.8,2025-12-15T19:00:00
30,B006,4.1,2026-02-11T10:00:00
30,B018,4.3,2026-01-25T02:00:00
30,B019,3.4,2025-07-11T13:00:00
30,B001,3.6,2025-09-06T18:00:00
30,B008,2.9,2026-03-08T09:00:00
31,B018,4.7,2026-03-17T20:00:00
31,B014,3.5,2025-07-25T15:00:00
31,B015,3.9,2025-10-26T23:00:00
31,B013,2.5,2025-09-06T10:00:00
31,B002,5.0,2025-07-24T18:00:00
31,B001,3.2,2025-01-28T23:00:00
31,B011,3.2,2025-10-26T22:00:00
31,B019,4.2,2025-05-23T20:00:00
31,B010,3.1,2026-03-10T12:00:00
31,B020,5.0,2026-06-03T22:00:00
31,B012,3.7,2026-01-04T22:00:00
32,B018,3.3,2025-08-15T14:00:00
32,B003,3.2,2026-05-28T04:00:00
32,B005,4.9,2025-10-30T13:00:00
32,B012,3.6,2025-12-23T09:00:00
32,B004,3.7,2025-12-23T15:00:00
32,B011,3.8,2025-11-04T01:00:00
32,B010,3.5,2025-04-22T21:00:00
32,B020,3.4,2025-07-10T20:00:00
32,B016,3.6,2025-08-08T06:00:00
32,B014,3.7,2025-11-01T19:00:00
32,B013,1.9,2026-06-08T12:00:00
33,B005,3.2,2026-01-29T17:00:00
33,B012,3.4,2026-05-19T13:00:00
33,B013,2.2,2025-06-21T02:00:00
33,B020,4.5,2025-06-22T14:00:00
33,B004,3.2,2025-08-12T13:00:00
33,B008,2.9,2025-02-03T14:00:00
33,B011,3.9,2025-05-01T07:00:00
33,B002,4.1,2026-03-15T05:00:00
33,B009,2.8,2025-07-31T01:00:00
33,B001,3.4,2025-06-22T10:00:00
34,B004,3.9,2025-11-26T07:00:00
34,B019,4.7,2026-05-17T04:00:00
34,B010,4.4,2026-03-01T12:00:00
34,B002,4.3,2025-10-12T22:00:00
34,B007,4.1,2026-05-15T10:00:00
34,B016,3.5,2025-04-06T23:00:00
34,B017,3.1,2026-01-02T02:00:00
35,B016,2.7,2025-11-06T05:00:00
35,B017,3.2,2025-04-06T20:00:00
35,B001,3.7,2025-08-28T13:00:00
35,B013,3.3,2025-01-02T06:00:00
35,B018,3.1,2025-08-23T12:00:00
35,B002,4.3,2025-11-03T04:00:00
35,B007,1.5,2025-05-27T02:00:00
35,B020,4.3,2025-06-18T14:00:00
35,B006,5.0,2025-06-05T13:00:00
36,B013,4.1,2025-03-14T16:00:00
36,B004,2.3,2025-11-21T04:00:00
36,B019,4.3,2025-06-26T15:00:00
36,B001,4.4,2025-01-18T18:00:00
36,B016,2.1,2026-02-12T16:00:00
36,B017,3.5,2026-02-16T02:00:00
36,B007,1.5,2025-09-02T01:00:00
36,B014,3.2,2025-06-29T03:00:00
36,B015,4.1,2025-06-17T15:00:00
37,B010,3.4,2026-04-29T11:00:00
37,B006,3.0,2026-03-06T07:00:00
37,B002,3.0,2025-11-24T08:00:00
37,B014,4.5,2025-05-03T16:00:00
37,B018,3.5,2026-06-13T01:00:00
37,B005,3.3,2025-10-17T09:00:00
37,B020,2.8,2025-07-20T23:00:00
38,B013,3.7,2025-05-26T22:00:00
38,B015,4.6,2026-06-17T13:00:00
38,B001,2.3,2025-03-28T18:00:00
38,B007,4.5,2026-02-08T02:00:00
38,B009,2.8,2026-02-07T22:00:00
38,B020,3.4,2026-04-20T08:00:00
38,B010,4.3,2025-02-11T06:00:00
38,B019,4.0,2025-04-04T22:00:00
39,B014,4.1,2025-03-18T00:00:00
39,B002,3.9,2025-12-06T03:00:00
39,B018,3.7,2026-03-13T05:00:00
39,B005,4.2,2025-09-13T20:00:00
39,B004,3.5,2025-01-20T12:00:00
39,B011,2.4,2026-05-12T11:00:00
39,B017,3.8,2026-02-02T08:00:00
39,B020,5.0,2025-01-31T08:00:00
40,B006,4.2,2026-05-20T17:00:00
40,B016,4.1,2025-08-27T19:00:00
40,B002,4.1,2025-11-28T01:00:00
40,B011,4.4,2026-06-23T11:00:00
40,B015,3.3,2025-06-11T23:00:00
40,B018,4.2,2026-05-14T20:00:00
40,B001,3.1,2025-06-29T12:00:00
40,B019,3.0,2025-08-15T20:00:00
40,B003,3.3,2026-04-03T00:00:00
41,B007,2.8,2025-08-19T05:00:00
41,B003,4.1,2025-11-23T08:00:00
41,B001,3.2,2026-01-20T05:00:00
41,B008,4.2,2025-04-06T10:00:00
41,B014,3.8,2026-05-10T22:00:00
41,B020,3.4,2026-03-21T05:00:00
41,B018,3.4,2026-02-24T22:00:00
41,B010,4.0,2025-10-29T21:00:00
41,B017,3.7,2025-09-29T02:00:00
42,B017,3.8,2025-08-21T17:00:00
42,B008,4.2,2026-03-05T17:00:00
42,B010,4.1,2025-08-30T15:00:00
42,B007,3.7,2025-02-05T16:00:00
42,B002,3.6,2025-09-22T10:00:00
42,B015,3.7,2025-03-10T02:00:00
42,B014,3.5,2025-10-10T16:00:00
42,B003,3.3,2026-06-20T13:00:00
43,B002,3.7,2025-10-15T15:00:00
43,B006,3.8,2025-08-22T04:00:00
43,B014,4.3,2025-04-02T06:00:00
43,B017,2.9,2026-06-13T11:00:00
43,B020,3.9,2025-01-30T05:00:00
43,B008,3.0,2025-09-13T01:00:00
43,B005,2.7,2025-10-08T11:00:00
43,B018,4.2,2025-05-07T21:00:00
43,B001,4.2,2025-04-03T09:00:00
43,B007,2.6,2025-10-03T20:00:00
44,B001,3.1,2025-04-15T00:00:00
44,B018,3.9,2025-10-17T09:00:00
44,B012,3.9,2025-12-11T08:00:00
44,B011,3.8,2025-09-25T20:00:00
44,B007,3.9,2026-02-18T21:00:00
44,B016,4.1,2026-05-25T09:00:00
44,B008,2.9,2025-02-06T18:00:00
44,B020,3.4,2025-07-14T10:00:00
44,B009,3.6,2025-07-05T09:00:00
44,B013,3.3,2025-07-19T16:00:00
45,B001,4.9,2025-05-13T19:00:00
45,B016,3.7,2026-05-04T12:00:00
45,B002,4.0,2025-01-15T10:00:00
45,B006,4.5,2025-11-16T04:00:00
45,B020,3.1,2025-11-02T09:00:00
45,B007,3.0,2026-02-18T00:00:00
45,B003,4.2,2026-06-01T05:00:00
45,B011,2.9,2025-02-19T21:00:00
46,B011,2.6,2025-07-26T11:00:00
46,B013,5.0,2025-02-10T17:00:00
46,B007,2.5,2026-05-08T10:00:00
46,B018,3.5,2025-04-24T18:00:00
46,B009,3.3,2026-06-08T02:00:00
46,B003,3.8,2026-04-21T01:00:00
46,B015,3.4,2025-10-25T11:00:00
46,B008,2.9,2025-04-29T03:00:00
46,B016,2.5,2025-12-17T05:00:00
47,B015,3.1,2026-05-10T18:00:00
47,B010,3.1,2026-05-15T03:00:00
47,B017,3.7,2025-08-18T21:00:00
47,B006,2.7,2025-04-08T13:00:00
47,B005,4.0,2026-01-30T04:00:00
47,B020,3.6,2026-05-23T05:00:00
47,B016,3.4,2025-12-05T08:00:00
47,B004,3.3,2026-01-23T12:00:00
47,B018,2.6,2026-04-04T02:00:00
48,B020,2.7,2025-11-08T16:00:00
48,B017,5.0,2026-04-13T10:00:00
48,B001,4.3,2026-04-11T10:00:00
48,B010,3.9,2026-04-30T22:00:00
48,B014,4.0,2025-12-30T20:00:00
49,B009,3.3,2026-06-01T04:00:00
49,B014,4.2,2026-03-20T18:00:00
49,B013,3.6,2025-06-27T23:00:00
49,B004,4.8,2025-11-26T16:00:00
49,B008,3.5,2025-09-12T08:00:00
49,B018,2.4,2026-04-09T04:00:00
49,B016,2.6,2025-11-18T22:00:00
50,B014,3.5,2025-07-28T17:00:00
50,B013,4.0,2025-08-18T23:00:00
50,B018,4.4,2026-06-08T22:00:00
50,B011,5.0,2026-02-01T13:00:00
50,B001,3.5,2025-07-21T23:00:00
50,B003,3.8,2025-07-01T21:00:00
50,B010,3.8,2025-05-03T12:00:00
50,B002,4.3,2025-05-14T05:00:00
50,B007,3.3,2025-11-27T19:00:00
50,B015,4.9,2026-01-02T02:00:00
50,B020,4.2,2025-08-14T05:00:00
50,B004,4.4,2025-12-06T11:00:00
51,B010,4.6,2025-07-17T10:00:00
51,B014,4.9,2025-01-08T20:00:00
51,B007,5.0,2026-03-11T03:00:00
51,B020,3.8,2025-03-15T23:00:00
51,B018,3.9,2025-02-08T02:00:00
51,B013,3.7,2025-01-18T12:00:00
51,B002,3.7,2025-03-06T23:00:00
52,B005,4.0,2025-02-01T15:00:00
52,B009,2.5,2025-10-30T20:00:00
52,B013,3.1,2025-01-06T18:00:00
52,B011,5.0,2025-03-29T09:00:00
52,B019,2.9,2025-02-25T17:00:00
52,B006,3.1,2025-03-10T08:00:00
52,B016,2.4,2026-01-01T04:00:00
53,B002,3.7,2025-12-06T15:00:00
53,B005,3.1,2026-05-14T17:00:00
53,B012,4.9,2025-05-24T17:00:00
53,B008,3.2,2025-01-20T16:00:00
53,B013,3.9,2026-04-29T20:00:00
53,B004,3.4,2025-08-17T18:00:00
53,B016,4.1,2025-01-11T21:00:00
53,B020,5.0,2025-05-24T14:00:00
53,B015,4.5,2026-01-05T12:00:00
53,B014,2.3,2025-02-10T20:00:00
53,B007,3.7,2026-01-23T11:00:00
53,B009,2.8,2025-03-21T16:00:00
54,B019,3.1,2025-05-02T21:00:00
54,B009,2.9,2026-05-09T21:00:00
54,B001,3.8,2025-05-31T01:00:00
54,B011,4.4,2025-10-18T02:00:00
54,B006,4.6,2025-06-24T07:00:00
54,B013,4.3,2025-07-06T19:00:00
54,B007,3.6,2025-12-17T14:00:00
54,B004,1.8,2026-01-30T04:00:00
54,B015,3.3,2025-07-01T15:00:00
55,B009,2.8,2026-01-26T11:00:00
55,B001,4.0,2025-04-11T13:00:00
55,B008,4.5,2025-03-27T09:00:00
55,B012,4.7,2025-05-01T16:00:00
55,B016,4.7,2025-11-20T13:00:00
55,B017,3.6,2025-09-17T08:00:00
55,B013,2.8,2026-02-28T17:00:00
55,B006,5.0,2025-11-11T18:00:00
55,B004,3.0,2025-02-23T05:00:00
56,B019,2.1,2026-06-07T16:00:00
56,B008,2.9,2025-02-06T11:00:00
56,B013,5.0,2025-03-30T08:00:00
56,B005,3.0,2026-02-09T12:00:00
56,B002,2.6,2025-10-11T07:00:00
56,B014,3.8,2025-01-05T08:00:00
56,B004,4.2,2026-05-31T09:00:00
56,B010,2.9,2025-09-21T17:00:00
56,B001,2.5,2026-03-30T12:00:00
56,B016,4.4,2025-12-14T14:00:00
56,B011,3.8,2025-08-14T21:00:00
57,B005,3.9,2025-07-14T15:00:00
57,B002,4.8,2025-09-29T06:00:00
57,B017,4.2,2025-12-31T04:00:00
57,B018,4.0,2026-05-20T19:00:00
57,B020,5.0,2026-06-08T08:00:00
57,B014,3.9,2026-05-05T17:00:00
57,B009,3.1,2025-06-28T14:00:00
57,B006,3.1,2026-01-24T18:00:00
58,B016,4.6,2025-06-03T15:00:00
58,B007,4.6,2025-05-18T20:00:00
58,B006,3.1,2025-11-04T08:00:00
58,B005,1.7,2026-02-12T03:00:00
58,B011,2.3,2026-05-03T20:00:00
58,B004,1.9,2025-12-19T00:00:00
58,B010,4.2,2026-04-03T02:00:00
58,B009,3.4,2025-05-29T05:00:00
58,B019,3.1,2025-03-15T02:00:00
59,B007,3.1,2025-04-16T03:00:00
59,B006,2.9,2025-01-27T12:00:00
59,B016,3.7,2025-06-09T02:00:00
59,B013,2.5,2025-05-10T04:00:00
59,B020,4.1,2025-11-30T15:00:00
59,B010,3.5,2025-05-19T22:00:00
59,B014,4.2,2026-03-22T16:00:00
59,B011,3.1,2026-01-10T13:00:00
59,B003,3.6,2025-05-20T11:00:00
59,B001,3.8,2026-05-19T15:00:00
59,B018,4.2,2025-08-25T00:00:00
59,B002,4.8,2025-10-03T13:00:00
60,B008,2.6,2025-02-02T10:00:00
60,B006,4.7,2025-03-15T17:00:00
60,B001,3.8,2025-09-14T12:00:00
60,B020,3.2,2026-01-30T14:00:00
60,B007,3.3,2025-06-21T08:00:00
60,B003,4.1,2025-12-13T20:00:00
60,B016,3.2,2025-12-22T14:00:00
61,B008,4.9,2026-01-08T19:00:00
61,B014,4.8,2026-02-01T06:00:00
61,B007,4.0,2025-06-07T19:00:00
61,B016,1.9,2025-04-24T03:00:00
61,B018,4.1,2025-07-02T01:00:00
61,B010,5.0,2026-02-02T21:00:00
61,B002,3.2,2025-03-14T00:00:00
61,B004,3.4,2025-03-23T14:00:00
61,B001,3.9,2026-01-30T06:00:00
61,B012,5.0,2025-07-03T17:00:00
61,B005,2.3,2026-03-14T03:00:00
62,B010,2.4,2026-02-11T00:00:00
62,B008,3.0,2025-01-17T16:00:00
62,B007,5.0,2025-08-08T10:00:00
62,B020,3.6,2026-06-08T17:00:00
62,B015,3.9,2025-08-11T23:00:00
62,B012,3.7,2026-01-26T02:00:00
62,B011,2.5,2025-12-09T11:00:00
62,B018,3.3,2025-11-09T16:00:00
62,B019,2.6,2026-06-01T02:00:00
63,B014,4.3,2026-02-09T20:00:00
63,B006,3.4,2026-06-21T07:00:00
63,B011,3.9,2025-11-28T21:00:00
63,B012,2.8,2026-03-10T11:00:00
63,B018,4.2,2025-01-25T09:00:00
63,B004,2.7,2025-04-26T23:00:00
64,B001,3.4,2025-05-25T22:00:00
64,B013,3.6,2026-06-24T01:00:00
64,B003,3.7,2025-10-05T01:00:00
64,B009,3.7,2026-01-04T03:00:00
64,B006,3.0,2025-04-01T05:00:00
64,B005,3.3,2026-02-07T23:00:00
64,B007,3.7,2025-09-21T12:00:00
64,B014,3.6,2026-02-07T21:00:00
65,B012,5.0,2025-05-29T20:00:00
65,B013,4.3,2025-11-22T02:00:00
65,B004,3.7,2025-05-02T05:00:00
65,B001,4.4,2025-10-08T04:00:00
65,B020,3.9,2025-01-27T19:00:00
65,B018,3.2,2025-08-25T19:00:00
65,B006,4.3,2026-05-04T04:00:00
65,B010,4.5,2026-01-18T05:00:00
65,B003,2.8,2025-05-21T05:00:00
65,B016,4.4,2026-05-17T22:00:00
65,B015,3.0,2026-04-08T14:00:00
65,B009,3.7,2026-06-16T17:00:00
66,B018,3.2,2025-05-19T12:00:00
66,B015,3.8,2025-07-26T14:00:00
66,B003,3.8,2025-06-17T22:00:00
66,B004,2.1,2026-06-08T19:00:00
66,B019,3.0,2026-01-25T01:00:00
66,B013,2.7,2025-06-03T05:00:00
66,B008,2.9,2025-07-05T03:00:00
66,B012,2.5,2025-01-04T19:00:00
66,B009,3.0,2026-05-21T07:00:00
66,B011,3.1,2025-10-12T19:00:00
67,B002,2.9,2025-07-02T05:00:00
67,B005,4.6,2025-07-01T14:00:00
67,B013,4.0,2025-02-06T02:00:00
67,B016,2.0,2025-03-08T09:00:00
67,B014,4.1,2025-10-09T10:00:00
67,B015,3.7,2025-03-01T03:00:00
67,B007,2.9,2025-03-31T15:00:00
67,B018,4.1,2025-10-22T13:00:00
67,B010,4.3,2025-05-13T19:00:00
68,B012,4.0,2025-10-16T08:00:00
68,B017,3.2,2026-06-03T17:00:00
68,B018,2.3,2025-12-16T12:00:00
68,B006,4.5,2025-01-30T05:00:00
68,B007,2.4,2026-05-06T15:00:00
68,B005,2.5,2026-05-09T04:00:00
68,B003,2.7,2025-12-10T14:00:00
68,B015,3.0,2025-06-19T18:00:00
68,B010,3.8,2025-11-12T22:00:00
68,B002,2.3,2025-10-06T13:00:00
68,B009,2.6,2025-11-06T06:00:00
68,B016,3.3,2026-06-21T09:00:00
69,B013,4.0,2025-11-16T20:00:00
69,B004,3.7,2025-07-17T09:00:00
69,B009,3.0,2026-06-11T03:00:00
69,B011,3.5,2025-09-08T05:00:00
69,B001,3.5,2025-02-21T04:00:00
69,B019,3.7,2025-03-30T13:00:00
69,B003,2.3,2025-04-10T14:00:00
69,B010,2.1,2025-08-18T04:00:00
69,B002,1.8,2026-01-08T12:00:00
69,B005,4.0,2025-12-23T19:00:00
70,B016,2.9,2026-03-18T13:00:00
70,B008,4.0,2026-05-14T03:00:00
70,B012,2.9,2025-04-10T14:00:00
70,B011,4.8,2025-01-01T04:00:00
70,B010,2.5,2025-10-26T12:00:00
70,B020,2.3,2025-10-29T01:00:00
70,B009,3.4,2025-08-29T13:00:00
71,B016,3.0,2025-01-17T04:00:00
71,B014,4.7,2026-03-24T04:00:00
71,B003,3.7,2026-03-12T19:00:00
71,B010,3.0,2026-04-06T12:00:00
71,B020,5.0,2025-01-08T18:00:00
71,B019,4.7,2025-10-03T13:00:00
71,B002,4.1,2025-02-04T01:00:00
71,B017,4.0,2025-10-14T14:00:00
72,B007,4.2,2025-10-26T23:00:00
72,B020,4.6,2025-03-26T04:00:00
72,B016,3.6,2025-10-15T08:00:00
72,B005,3.8,2025-06-28T18:00:00
72,B001,3.1,2026-01-14T05:00:00
72,B019,3.0,2026-06-25T01:00:00
72,B014,4.1,2025-06-07T15:00:00
