purchase_id,user_id,book_id,quantity,price,purchase_date
173,23,B018,1,393.58,2025-01-09T03:00:00
174,23,B003,1,672.69,2026-02-17T11:00:00
175,23,B020,1,690.27,2026-04-07T17:00:00
176,23,B020,2,690.27,2026-01-10T04:00:00
177,23,B014,1,254.16,2025-02-16T01:00:00
178,23,B002,1,370.42,2026-06-16T14:00:00
179,23,B011,1,263.92,2025-11-23T05:00:00
180,23,B013,1,574.36,2026-06-04T16:00:00
181,23,B005,1,352.05,2025-01-18T11:00:00
182,24,B009,1,687.7,2025-11-18T13:00:00
183,24,B015,1,603.15,2026-05-05T16:00:00
184,24,B010,1,349.72,2025-12-17T17:00:00
185,24,B014,1,254.16,2025-07-16T07:00:00
186,24,B011,2,263.92,2025-10-23T22:00:00
187,24,B012,2,621.61,2025-10-08T09:00:00
188,24,B017,1,797.72,2025-10-25T01:00:00
189,24,B004,2,612.34,2026-03-29T20:00:00
190,24,B001,1,646.6,2025-09-03T07:00:00
191,24,B019,2,312.86,2025-02-23T03:00:00
192,24,B001,1,646.6,2026-05-04T20:00:00
193,25,B001,1,646.6,2025-02-08T00:00:00
194,25,B016,2,661.88,2025-12-10T09:00:00
195,25,B013,1,574.36,2025-05-18T16:00:00
196,25,B001,1,646.6,2026-02-20T13:00:00
197,25,B006,1,591.87,2025-09-12T00:00:00
198,25,B016,1,661.88,2025-10-01T10:00:00
199,25,B018,1,393.58,2026-01-04T22:00:00
200,25,B016,1,661.88,2025-11-15T22:00:00
201,25,B006,1,591.87,2025-03-25T16:00:00
202,26,B010,2,349.72,2025-02-26T14:00:00
203,26,B009,1,687.7,2025-03-01T17:00:00
204,26,B003,1,672.69,2025-03-16T01:00:00
205,26,B009,1,687.7,2025-10-21T13:00:00
206,26,B003,1,672.69,2026-01-22T12:00:00
207,27,B004,1,612.34,2026-04-17T11:00:00
208,27,B009,1,687.7,2025-01-17T07:00:00
209,27,B020,2,690.27,2025-09-08T23:00:00
210,27,B015,1,603.15,2025-02-27T04:00:00
211,27,B020,1,690.27,2025-11-25T07:00:00
212,27,B010,1,349.72,2026-06-18T07:00:00
213,27,B007,2,492.66,2025-11-04T12:00:00
214,28,B017,1,797.72,2026-01-15T02:00:00
215,28,B004,1,612.34,2025-02-10T02:00:00
216,28,B010,1,349.72,2025-11-26T09:00:00
217,28,B002,1,370.42,2026-03-04T09:00:00
218,29,B004,1,612.34,2025-03-02T16:00:00
219,29,B016,1,661.88,2025-02-19T00:00:00
220,29,B020,1,690.27,2025-01-10T06:00:00
221,29,B013,1,574.36,2026-05-10T21:00:00
222,29,B010,1,349.72,2026-02-26T00:00:00
223,29,B004,2,612.34,2025-10-21T00:00:00
224,29,B010,1,349.72,2026-04-16T18:00:00
225,29,B012,2,621.61,2025-02-02T02:00:00
226,29,B013,1,574.36,2025-02-27T20:00:00
227,30,B015,2,603.15,2025-08-01T18:00:00
228,30,B011,1,263.92,2025-12-21T01:00:00
229,30,B006,1,591.87,2026-02-11T10:00:00
230,30,B017,2,797.72,2026-04-07T15:00:00
231,30,B011,1,263.92,2025-09-10T22:00:00
232,30,B002,1,370.42,2026-02-03T10:00:00
233,30,B019,2,312.86,2025-07-11T13:00:00
234,30,B018,1,393.58,2025-12-29T17:00:00
235,30,B011,1,263.92,2025-01-13T09:00:00
236,30,B001,2,646.6,2025-09-06T18:00:00
237,30,B019,1,312.86,2025-11-05T08:00:00
238,30,B008,1,765.6,2026-03-08T09:00:00
239,31,B014,2,254.16,2025-07-25T15:00:00
240,31,B013,2,574.36,2025-09-06T10:00:00
241,31,B001,1,646.6,2025-01-28T23:00:00
242,31,B011,2,263.92,2025-10-26T22:00:00
243,31,B019,1,312.86,2025-05-23T20:00:00
244,31,B010,2,349.72,2026-03-10T12:00:00
245,31,B020,1,690.27,2026-06-03T22:00:00
246,32,B018,2,393.58,2025-08-15T14:00:00
247,32,B003,1,672.69,2026-05-28T04:00:00
248,32,B012,1,621.61,2025-12-23T09:00:00
249,32,B004,2,612.34,2025-12-23T15:00:00
250,32,B012,1,621.61,2025-09-07T16:00:00
251,32,B012,2,621.61,2026-03-13T14:00:00
252,32,B016,1,661.88,2025-08-08T06:00:00
253,32,B003,2,672.69,2025-07-11T11:00:00
254,32,B003,2,672.69,2026-06-25T20:00:00
255,32,B005,2,352.05,2025-04-27T11:00:00
256,32,B010,1,349.72,2025-11-17T03:00:00
257,32,B013,1,574.36,2026-06-08T12:00:00
258,33,B005,2,352.05,2026-01-29T17:00:00
259,33,B012,1,621.61,2025-08-14T09:00:00
260,33,B012,1,621.61,2026-05-23T17:00:00
261,33,B004,1,612.34,2025-08-12T13:00:00
262,33,B008,1,765.6,2025-02-03T14:00:00
263,33,B011,1,263.92,2025-05-01T07:00:00
264,34,B010,1,349.72,2026-03-01T12:00:00
265,34,B004,1,612.34,2026-03-16T06:00:00
266,35,B017,1,797.72,2025-04-06T20:00:00
267,35,B016,1,661.88,2025-06-19T01:00:00
268,35,B013,1,574.36,2025-01-02T06:00:00
269,35,B016,1,661.88,2026-06-16T21:00:00
270,35,B018,1,393.58,2025-08-23T12:00:00
271,35,B002,1,370.42,2025-11-03T04:00:00
272,35,B007,1,492.66,2025-05-27T02:00:00
273,35,B020,1,690.27,2025-06-18T14:00:00
274,35,B017,1,797.72,2025-05-24T07:00:00
275,36,B004,2,612.34,2025-11-21T04:00:00
276,36,B001,1,646.6,2025-01-18T18:00:00
277,36,B016,2,661.88,2026-02-12T16:00:00
278,36,B004,1,612.34,2025-06-06T08:00:00
279,36,B013,2,574.36,2025-07-28T04:00:00
280,36,B007,2,492.66,2025-09-02T01:00:00
281,36,B014,1,254.16,2025-06-29T03:00:00
282,36,B004,1,612.34,2025-09-23T05:00:00
283,36,B007,2,492.66,2025-05-01T00:00:00
284,36,B013,1,574.36,2025-03-20T15:00:00
285,37,B010,1,349.72,2026-04-29T11:00:00
286,37,B006,2,591.87,2026-03-06T07:00:00
287,37,B005,2,352.05,2025-10-17T09:00:00
288,37,B002,2,370.42,2025-09-06T14:00:00
289,37,B005,2,352.05,2025-09-09T04:00:00
290,38,B013,1,574.36,2025-05-26T22:00:00
291,38,B001,1,646.6,2025-03-28T18:00:00
292,38,B015,1,603.15,2025-08-31T09:00:00
293,38,B015,1,603.15,2026-04-09T08:00:00
294,38,B007,2,492.66,2025-04-22T04:00:00
295,38,B007,1,492.66,2026-02-21T03:00:00
296,38,B019,1,312.86,2025-04-04T22:00:00
297,38,B020,1,690.27,2025-02-20T21:00:00
298,39,B002,2,370.42,2025-12-06T03:00:00
299,39,B002,1,370.42,2026-03-20T23:00:00
300,39,B018,1,393.58,2026-03-13T05:00:00
301,39,B002,1,370.42,2026-04-02T04:00:00
302,39,B018,2,393.58,2025-03-31T08:00:00
303,39,B017,1,797.72,2026-02-02T08:00:00
304,39,B020,2,690.27,2025-01-31T08:00:00
305,39,B002,1,370.42,2025-08-27T05:00:00
306,40,B006,2,591.87,2026-05-20T17:00:00
307,40,B016,2,661.88,2025-08-27T19:00:00
308,40,B016,1,661.88,2025-07-26T04:00:00
309,40,B002,1,370.42,2025-11-28T01:00:00
310,40,B016,1,661.88,2026-02-10T18:00:00
311,40,B018,1,393.58,2026-05-14T20:00:00
312,40,B001,1,646.6,2025-06-29T12:00:00
313,40,B015,1,603.15,2026-02-05T18:00:00
314,40,B003,1,672.69,2026-04-03T00:00:00
315,41,B007,1,492.66,2025-08-19T05:00:00
316,41,B014,1,254.16,2026-05-10T22:00:00
317,41,B020,1,690.27,2026-03-21T05:00:00
318,41,B008,1,765.6,2025-09-29T21:00:00
319,41,B008,1,765.6,2026-05-18T04:00:00
320,41,B003,1,672.69,2025-04-10T00:00:00
321,41,B008,2,765.6,2026-04-30T03:00:00
322,42,B017,2,797.72,2025-08-21T17:00:00
323,42,B010,2,349.72,2025-08-30T15:00:00
324,42,B007,1,492.66,2025-03-22T21:00:00
325,42,B015,2,603.15,2025-03-10T02:00:00
326,42,B014,1,254.16,2025-10-10T16:00:00
327,42,B003,1,672.69,2026-06-20T13:00:00
328,42,B010,2,349.72,2025-12-19T13:00:00
329,43,B006,2,591.87,2025-08-22T04:00:00
330,43,B014,2,254.16,2025-04-02T06:00:00
331,43,B002,2,370.42,2025-06-12T02:00:00
332,43,B020,1,690.27,2025-01-30T05:00:00
333,43,B008,1,765.6,2025-09-13T01:00:00
334,43,B018,1,393.58,2025-05-07T21:00:00
335,43,B020,1,690.27,2025-12-25T11:00:00
336,43,B001,1,646.6,2025-04-03T09:00:00
337,43,B007,1,492.66,2025-10-03T20:00:00
338,44,B001,1,646.6,2025-04-15T00:00:00
339,44,B001,1,646.6,2025-11-02T06:00:00
340,44,B007,1,492.66,2026-02-18T21:00:00
341,44,B016,2,661.88,2026-05-25T09:00:00
342,44,B012,1,621.61,2026-05-03T21:00:00
343,44,B009,1,687.7,2025-07-05T09:00:00
344,44,B009,1,687.7,2025-08-16T11:00:00
345,44,B007,1,492.66,2025-12-06T11:00:00
346,44,B009,1,687.7,2025-05-01T15:00:00
347,44,B013,2,574.36,2025-07-19T16:00:00
348,45,B001,2,646.6,2025-05-13T19:00:00
349,45,B016,1,661.88,2026-05-04T12:00:00
350,45,B001,1,646.6,2025-01-19T21:00:00
351,45,B006,1,591.87,2025-11-16T04:00:00
352,45,B020,1,690.27,2025-11-02T09:00:00
353,45,B007,1,492.66,2026-02-18T00:00:00
354,45,B003,1,672.69,2026-06-01T05:00:00
355,45,B011,1,263.92,2025-02-19T21:00:00
356,45,B002,1,370.42,2026-03-03T14:00:00
357,46,B013,1,574.36,2025-02-10T17:00:00
358,46,B007,1,492.66,2026-05-08T10:00:00
359,46,B003,1,672.69,2026-04-21T01:00:00
360,46,B015,1,603.15,2026-03-25T19:00:00
361,46,B016,2,661.88,2025-12-17T05:00:00
362,47,B015,1,603.15,2026-01-03T19:00:00
363,47,B020,2,690.27,2026-05-23T05:00:00
364,47,B016,1,661.88,2025-12-05T08:00:00
365,48,B017,1,797.72,2026-04-13T10:00:00
366,48,B020,1,690.27,2026-02-24T03:00:00
367,49,B014,1,254.16,2026-03-20T18:00:00
368,49,B008,1,765.6,2025-09-12T08:00:00
369,49,B018,1,393.58,2026-04-09T04:00:00
370,49,B013,1,574.36,2025-08-11T06:00:00
371,50,B014,2,254.16,2025-07-28T17:00:00
372,50,B018,1,393.58,2026-06-08T22:00:00
373,50,B018,1,393.58,2025-11-17T17:00:00
374,50,B003,1,672.69,2025-07-01T21:00:00
375,50,B010,1,349.72,2025-05-03T12:00:00
376,50,B007,1,492.66,2025-11-27T19:00:00
377,50,B020,1,690.27,2025-08-14T05:00:00
378,50,B013,1,574.36,2026-02-18T02:00:00
379,50,B004,2,612.34,2025-12-06T11:00:00
380,51,B010,1,349.72,2025-07-17T10:00:00
381,51,B014,1,254.16,2025-01-08T20:00:00
382,51,B007,2,492.66,2026-03-11T03:00:00
383,51,B018,1,393.58,2025-02-08T02:00:00
384,51,B018,2,393.58,2026-02-22T12:00:00
385,52,B005,1,352.05,2025-02-01T15:00:00
386,52,B009,1,687.7,2025-10-30T20:00:00
387,52,B011,1,263.92,2025-03-29T09:00:00
388,52,B005,1,352.05,2025-05-26T05:00:00
389,52,B019,1,312.86,2025-02-25T17:00:00
390,52,B006,2,591.87,2025-03-10T08:00:00
391,53,B002,1,370.42,2025-12-06T15:00:00
392,53,B005,1,352.05,2026-05-14T17:00:00
393,53,B012,1,621.61,2025-05-24T17:00:00
394,53,B012,1,621.61,2026-02-19T18:00:00
395,53,B012,2,621.61,2026-04-21T16:00:00
396,53,B016,1,661.88,2025-01-11T21:00:00
397,53,B020,1,690.27,2025-05-24T14:00:00
398,53,B005,2,352.05,2026-05-11T11:00:00
399,53,B008,1,765.6,2026-01-14T07:00:00
400,53,B015,2,603.15,2026-01-05T12:00:00
401,53,B014,1,254.16,2025-02-10T20:00:00
402,53,B012,1,621.61,2025-09-27T18:00:00
403,53,B009,1,687.7,2025-03-21T16:00:00
404,54,B019,1,312.86,2025-05-02T21:00:00
405,54,B009,1,687.7,2026-05-09T21:00:00
406,54,B019,1,312.86,2026-02-25T00:00:00
407,54,B001,1,646.6,2025-05-31T01:00:00
408,54,B011,2,263.92,2025-10-18T02:00:00
409,54,B004,1,612.34,2026-01-30T04:00:00
410,54,B004,1,612.34,2026-06-01T21:00:00
411,55,B001,2,646.6,2025-04-11T13:00:00
412,55,B001,1,646.6,2025-09-21T06:00:00
413,55,B012,1,621.61,2025-05-01T16:00:00
414,55,B016,1,661.88,2025-11-20T13:00:00
415,55,B016,2,661.88,2026-01-10T19:00:00
416,55,B006,2,591.87,2025-11-11T18:00:00
417,55,B001,1,646.6,2025-05-02T23:00:00
418,55,B004,1,612.34,2025-02-23T05:00:00
419,55,B016,1,661.88,2025-03-07T08:00:00
420,56,B008,1,765.6,2025-02-06T11:00:00
421,56,B019,1,312.86,2025-03-12T02:00:00
422,56,B014,1,254.16,2025-01-05T08:00:00
423,56,B004,1,612.34,2026-05-31T09:00:00
424,56,B019,1,312.86,2025-01-29T15:00:00
425,56,B004,1,612.34,2026-02-27T11:00:00
426,57,B002,1,370.42,2025-09-29T06:00:00
427,57,B018,1,393.58,2026-05-20T19:00:00
428,57,B002,1,370.42,2026-01-16T19:00:00
429,57,B020,1,690.27,2026-06-08T08:00:00
430,57,B014,1,254.16,2026-05-05T17:00:00
431,57,B006,1,591.87,2026-01-24T18:00:00
432,57,B020,1,690.27,2025-09-23T05:00:00
433,57,B017,2,797.72,2025-12-18T11:00:00
434,58,B007,1,492.66,2025-05-18T20:00:00
435,58,B011,1,263.92,2026-05-03T20:00:00
436,58,B004,1,612.34,2025-12-19T00:00:00
437,58,B007,2,492.66,2025-06-28T09:00:00
438,58,B010,1,349.72,2026-04-03T02:00:00
439,58,B019,1,312.86,2025-03-15T02:00:00
440,59,B007,2,492.66,2025-04-16T03:00:00
441,59,B006,1,591.87,2025-01-27T12:00:00
442,59,B006,1,591.87,2025-11-13T07:00:00
443,59,B013,1,574.36,2025-05-10T04:00:00
444,59,B020,1,690.27,2025-11-30T15:00:00
445,59,B010,2,349.72,2025-05-19T22:00:00
446,59,B020,1,690.27,2025-12-22T15:00:00
447,59,B011,1,263.92,2026-01-10T13:00:00
448,59,B003,1,672.69,2025-05-20T11:00:00
449,59,B001,2,646.6,2026-05-19T15:00:00
450,59,B018,1,393.58,2025-08-25T00:00:00
451,59,B016,2,661.88,2026-03-24T12:00:00
452,59,B020,1,690.27,2025-08-14T08:00:00
453,59,B002,1,370.42,2025-10-03T13:00:00
454,59,B003,2,672.69,2025-04-24T20:00:00
455,60,B008,1,765.6,2025-02-02T10:00:00
456,60,B006,1,591.87,2025-03-15T17:00:00
457,60,B020,1,690.27,2026-01-30T14:00:00
458,60,B020,1,690.27,2025-11-16T10:00:00
459,60,B006,1,591.87,2026-06-18T03:00:00
460,60,B001,2,646.6,2025-08-12T03:00:00
461,60,B001,1,646.6,2025-04-02T07:00:00
462,60,B003,1,672.69,2025-12-13T20:00:00
463,60,B006,1,591.87,2025-04-20T04:00:00
464,60,B008,1,765.6,2026-01-02T23:00:00
465,60,B006,2,591.87,2026-03-25T17:00:00
466,61,B008,1,765.6,2026-01-08T19:00:00
467,61,B014,2,254.16,2026-02-01T06:00:00
468,61,B007,2,492.66,2025-06-07T19:00:00
469,61,B016,1,661.88,2025-04-24T03:00:00
470,61,B018,2,393.58,2025-07-02T01:00:00
471,61,B010,1,349.72,2026-02-02T21:00:00
472,61,B007,1,492.66,2025-09-30T16:00:00
473,61,B001,1,646.6,2026-01-30T06:00:00
474,61,B005,1,352.05,2026-03-14T03:00:00
475,62,B008,1,765.6,2025-01-17T16:00:00
476,62,B007,1,492.66,2025-08-08T10:00:00
477,62,B007,1,492.66,2025-04-07T01:00:00
478,62,B008,1,765.6,2025-09-13T07:00:00
479,62,B015,1,603.15,2025-08-11T23:00:00
480,62,B018,1,393.58,2025-11-09T16:00:00
481,62,B007,2,492.66,2025-08-15T04:00:00
482,62,B019,1,312.86,2026-06-01T02:00:00
483,62,B010,2,349.72,2025-06-01T04:00:00
484,63,B006,1,591.87,2026-06-21T07:00:00
485,63,B012,1,621.61,2026-03-10T11:00:00
486,63,B018,1,393.58,2025-01-25T09:00:00
487,63,B018,1,393.58,2026-03-29T19:00:00
488,63,B004,1,612.34,2025-04-26T23:00:00
489,64,B013,1,574.36,2026-06-24T01:00:00
490,64,B003,1,672.69,2025-10-05T01:00:00
491,64,B009,2,687.7,2026-01-04T03:00:00
492,64,B001,1,646.6,2026-06-05T22:00:00
493,64,B006,2,591.87,2025-04-01T05:00:00
494,64,B009,1,687.7,2025-01-23T01:00:00
495,64,B005,1,352.05,2026-02-07T23:00:00
496,64,B009,1,687.7,2025-12-30T20:00:00
497,64,B014,2,254.16,2026-02-07T21:00:00
498,65,B004,1,612.34,2025-05-02T05:00:00
499,65,B018,1,393.58,2025-08-25T19:00:00
500,65,B006,2,591.87,2026-05-04T04:00:00
501,65,B003,1,672.69,2025-05-21T05:00:00
502,65,B010,2,349.72,2025-07-29T02:00:00
503,65,B016,2,661.88,2026-05-17T22:00:00
504,65,B006,1,591.87,2026-01-25T23:00:00
505,65,B009,1,687.7,2026-06-16T17:00:00
506,66,B018,2,393.58,2025-05-19T12:00:00
507,66,B015,1,603.15,2025-07-26T14:00:00
508,66,B003,2,672.69,2026-01-07T02:00:00
509,66,B018,2,393.58,2026-03-06T09:00:00
510,66,B009,2,687.7,2026-05-21T07:00:00
511,67,B016,1,661.88,2025-03-08T09:00:00
512,67,B014,1,254.16,2025-10-09T10:00:00
513,68,B017,1,797.72,2026-06-03T17:00:00
514,68,B006,1,591.87,2025-01-30T05:00:00
515,68,B012,1,621.61,2025-02-27T16:00:00
516,68,B002,1,370.42,2025-10-06T13:00:00
517,68,B009,1,687.7,2025-11-06T06:00:00
518,68,B017,1,797.72,2025-07-26T02:00:00
519,68,B006,2,591.87,2026-05-28T04:00:00
520,69,B004,1,612.34,2025-07-17T09:00:00
521,69,B013,1,574.36,2025-05-01T08:00:00
522,69,B009,1,687.7,2026-06-11T03:00:00
523,69,B011,1,263.92,2025-09-08T05:00:00
524,69,B001,1,646.6,2025-02-21T04:00:00
525,69,B019,2,312.86,2025-03-30T13:00:00
526,69,B003,2,672.69,2025-04-10T14:00:00
527,69,B002,1,370.42,2026-01-08T12:00:00
528,69,B011,1,263.92,2025-11-29T14:00:00
529,69,B013,1,574.36,2025-12-26T15:00:00
530,70,B012,2,621.61,2025-04-10T14:00:00
531,70,B016,1,661.88,2026-01-24T10:00:00
532,70,B011,2,263.92,2025-04-02T18:00:00
533,70,B020,1,690.27,2025-10-29T01:00:00
534,70,B016,2,661.88,2025-11-22T22:00:00
535,71,B014,2,254.16,2026-03-24T04:00:00
536,71,B003,2,672.69,2026-03-12T19:00:00
